"('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)",5,"Bond_('Al', 'O')_mean","Bond_('Al', 'O')_std","Bond_('Ga', 'O')_mean","Bond_('Ga', 'O')_std","Bond_('In', 'O')_mean","Bond_('In', 'O')_std",IonChar_mean,IonChar_std,val_mean,val_std,grp_mean,grp_std,period_mean,period_std,p_mean,p_std,Norm0,Norm2,Norm3,Norm5,Norm7,Norm10
0.0,0.0,0.0,0.0,34.0,0.0,33.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,4.0,54.0,86.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,13.0,16.0,340.0,134.0,602.0,8.0,0.0,0.0,4.0,4.0,88.0,0.0,139.0,187.0,96.0,116,,,2.02609698059,0.117707785533,2.09731953765,0.19543022867,0.48862295082,0.00582860086247,0.0,2.44948974278,4.8,1.46969384567,1.875,1.0997158724,2.8,1.46969384567,3.0,0.686476510887,0.63058985656,0.605497529398,0.601165898084,0.600130331078
21.0,5.0,7.0,7.0,37.0,7.0,48.0,65.0,17.0,0.0,8.0,24.0,20.0,0.0,8.0,8.0,14.0,0.0,8.0,4.0,36.0,11.0,40.0,46.0,40.0,24.0,0.0,4.0,8.0,280.0,198.0,264.0,10.0,14.0,0.0,6.0,14.0,35.0,10.0,36.0,51.0,26.0,117,2.07119927127,0.103705043203,2.04732634147,0.116320227216,1.98984300879,0.104093936828,0.516787037037,0.0359000801933,0.0,2.44948974278,4.8,1.46969384567,1.8,1.11130553854,2.8,1.46969384567,4.0,0.642991057481,0.606550759474,0.600198657462,0.600007150191,0.600000057181
7.0,1.0,9.0,0.0,13.0,0.0,13.0,12.0,6.0,0.0,2.0,5.0,18.0,0.0,2.0,8.0,4.0,0.0,0.0,2.0,18.0,0.0,21.0,22.0,9.0,4.0,0.0,2.0,1.0,98.0,28.0,118.0,2.0,2.0,0.0,2.0,4.0,13.0,0.0,13.0,10.0,2.0,118,2.01178191507,0.110251595209,2.04005828443,0.0866777479885,2.02600501181,0.10039826707,0.522386363636,0.0374555590662,0.0,2.44948974278,4.8,1.46969384567,1.7,1.00498756211,2.8,1.46969384567,4.0,0.648074069841,0.609119934892,0.600523776088,0.600039797097,0.600001018082
14.0,7.0,9.0,16.0,43.0,0.0,39.0,66.0,24.0,0.0,11.0,28.0,38.0,0.0,6.0,8.0,18.0,0.0,4.0,4.0,43.0,0.0,64.0,71.0,48.0,18.0,0.0,5.0,6.0,284.0,112.0,364.0,14.0,2.0,0.0,2.0,14.0,30.0,0.0,39.0,47.0,31.0,119,1.95827687597,0.0938374882454,1.97069054863,0.0962725524037,2.03273869914,0.0872262045827,0.520215517241,0.0362633580702,0.0,2.44948974278,4.8,1.46969384567,1.7625,1.07521800115,2.8,1.46969384567,4.0,0.64396234362,0.607017573837,0.600249557031,0.600011319261,0.600000139864
5.0,4.0,1.0,0.0,26.0,0.0,26.0,43.0,14.0,3.0,5.0,4.0,10.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,19.0,0.0,29.0,29.0,17.0,4.0,0.0,3.0,1.0,134.0,48.0,176.0,16.0,12.0,4.0,4.0,4.0,9.0,0.0,11.0,10.0,7.0,120,2.0209642719,0.0978115935483,2.07013887806,0.182906579373,2.09360171023,0.145585630835,0.520111111111,0.0348487029711,0.0,2.44948974278,4.8,1.46969384567,1.825,1.15947186253,2.8,1.46969384567,4.0,0.647108955277,0.608360958692,0.600373672246,0.600020661108,0.600000324588
7.0,0.0,8.0,0.0,12.0,0.0,17.0,27.0,13.0,0.0,3.0,7.0,28.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,29.0,0.0,29.0,44.0,12.0,2.0,0.0,1.0,3.0,132.0,38.0,144.0,2.0,2.0,0.0,0.0,4.0,7.0,0.0,11.0,14.0,2.0,121,2.01736800353,0.0803043876147,2.02721322429,0.0765230733084,2.019164141,0.0798588159794,0.537791666667,0.0363002286112,0.0,2.44948974278,4.8,1.46969384567,1.725,1.04851084878,2.8,1.46969384567,4.0,0.649037749287,0.609456651342,0.600543598408,0.600040685265,0.600001025395
0.0,0.0,0.0,0.0,48.0,0.0,78.0,88.0,42.0,0.0,21.0,68.0,80.0,0.0,28.0,72.0,0.0,0.0,0.0,0.0,90.0,0.0,123.0,109.0,106.0,0.0,0.0,0.0,0.0,360.0,198.0,600.0,24.0,6.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,122,2.04967481503,0.0338078741123,,,2.06828503337,0.0364046442399,0.543,0.0328633534503,0.0,2.44948974278,4.8,1.46969384567,1.725,1.08368584008,2.8,1.46969384567,3.0,0.66544158271,0.615949576325,0.601335025845,0.600139572877,0.600005793127
16.0,2.0,7.0,4.0,17.0,0.0,20.0,25.0,20.0,0.0,2.0,13.0,64.0,0.0,12.0,42.0,4.0,0.0,0.0,0.0,52.0,0.0,72.0,70.0,64.0,2.0,0.0,2.0,5.0,198.0,102.0,268.0,2.0,2.0,0.0,2.0,2.0,19.0,0.0,16.0,12.0,18.0,123,1.99907142979,0.0700066168694,2.01747266314,0.0675527901186,2.01140000899,0.068906528492,0.535965909091,0.037528609954,0.0,2.44948974278,4.8,1.46969384567,1.6,0.879393730552,2.8,1.46969384567,4.0,0.663324958071,0.617586485446,0.602070705857,0.60029321881,0.600018041313
3.0,0.0,1.0,0.0,27.0,0.0,24.0,15.0,5.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,4.0,6.0,8.0,4.0,1.0,0.0,2.0,76.0,24.0,72.0,6.0,20.0,4.0,0.0,6.0,4.0,0.0,7.0,5.0,7.0,124,2.1586636678,0.0556789368537,2.13900432929,0.059016972231,2.14992720956,0.058021743582,0.512225,0.0297619618809,0.0,2.44948974278,4.8,1.46969384567,2.0,1.31656117721,2.8,1.46969384567,4.0,0.663324958071,0.617586485446,0.602070705857,0.60029321881,0.600018041313
27.0,12.0,26.0,11.0,31.0,0.0,51.0,46.0,17.0,0.0,8.0,22.0,20.0,0.0,8.0,24.0,38.0,0.0,10.0,42.0,46.0,0.0,62.0,59.0,62.0,15.0,0.0,6.0,22.0,360.0,198.0,624.0,12.0,6.0,2.0,0.0,12.0,61.0,0.0,88.0,101.0,50.0,125,2.04375072987,0.0350740757598,2.04742729607,0.036533393564,2.04660983792,0.0346451994666,0.515253623188,0.0369325789165,0.0,2.44948974278,4.8,1.46969384567,1.75,1.04283268073,2.8,1.46969384567,4.0,0.644204936336,0.60709177359,0.600249599346,0.600010768782,0.600000115433
0.0,0.0,0.0,0.0,84.0,0.0,116.0,166.0,31.0,0.0,10.0,28.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,26.0,22.0,27.0,0.0,0.0,0.0,0.0,284.0,112.0,364.0,72.0,74.0,18.0,32.0,112.0,0.0,0.0,0.0,0.0,0.0,126,2.12399954481,0.138235866799,,,2.05677756568,0.130583228959,0.517034482759,0.0308393867717,0.0,2.44948974278,4.8,1.46969384567,2.025,1.3599172769,2.8,1.46969384567,3.0,0.682138182482,0.627589258373,0.60453787689,0.600887311192,0.600088075142
0.0,0.0,0.0,0.0,96.0,0.0,123.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,3.0,0.0,336.0,222.0,528.0,60.0,84.0,0.0,48.0,102.0,42.0,0.0,42.0,21.0,30.0,127,,,2.15640516437,3.47967704816e-05,2.19293453355,0.0409103028097,0.494043478261,0.00598169861632,0.0,2.44948974278,4.8,1.46969384567,2.1125,1.38738738282,2.8,1.46969384567,3.0,0.682138182482,0.627589258373,0.60453787689,0.600887311192,0.600088075142
0.0,0.0,0.0,0.0,74.0,0.0,104.0,124.0,44.0,0.0,26.0,72.0,38.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,64.0,0.0,72.0,92.0,66.0,0.0,0.0,0.0,0.0,360.0,198.0,540.0,42.0,36.0,0.0,12.0,72.0,0.0,0.0,0.0,0.0,0.0,128,2.09923160047,0.036176347905,,,2.10113369899,0.0369675170697,0.53,0.0344093010682,0.0,2.44948974278,4.8,1.46969384567,1.85,1.21552457811,2.8,1.46969384567,3.0,0.664266512779,0.615124790153,0.601138849467,0.600104722467,0.600003566837
0.0,0.0,0.0,0.0,41.0,16.0,33.0,96.0,46.0,0.0,13.0,34.0,60.0,0.0,22.0,28.0,0.0,0.0,0.0,0.0,67.0,12.0,91.0,82.0,59.0,0.0,0.0,0.0,0.0,280.0,198.0,264.0,12.0,20.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,129,1.98466404719,0.105295847231,,,2.07207558255,0.101886478335,0.540805555556,0.0334853362969,0.0,2.44948974278,4.8,1.46969384567,1.7,1.05356537529,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
14.0,9.0,9.0,7.0,25.0,2.0,44.0,67.0,25.0,4.0,17.0,41.0,80.0,12.0,38.0,42.0,2.0,0.0,0.0,2.0,81.0,2.0,108.0,160.0,71.0,6.0,1.0,3.0,2.0,340.0,134.0,610.0,10.0,8.0,4.0,2.0,14.0,16.0,0.0,19.0,31.0,14.0,130,2.01097088626,0.145984189565,2.03650180538,0.134388167201,1.95688448964,0.133521994926,0.542106557377,0.0351819177142,0.0,2.44948974278,4.8,1.46969384567,1.65,0.963068014213,2.8,1.46969384567,4.0,0.659545297914,0.615124790153,0.601515282292,0.600187018645,0.600009463539
2.0,0.0,2.0,0.0,17.0,0.0,13.0,13.0,6.0,3.0,0.0,5.0,18.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,16.0,23.0,3.0,1.0,0.0,0.0,76.0,36.0,62.0,6.0,6.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,2.0,131,2.07323949322,0.0575688018375,2.07194370033,0.0578358361864,2.07055371113,0.0581074082166,0.527425,0.0360242192837,0.0,2.44948974278,4.8,1.46969384567,1.76666666667,1.11604460285,2.8,1.46969384567,4.0,0.654896090146,0.611506325315,0.600690756414,0.600050118155,0.600001180202
5.0,2.0,1.0,3.0,71.0,0.0,103.0,129.0,37.0,0.0,17.0,62.0,32.0,0.0,12.0,18.0,2.0,0.0,0.0,0.0,60.0,0.0,68.0,74.0,57.0,7.0,0.0,3.0,7.0,360.0,198.0,552.0,38.0,38.0,0.0,16.0,70.0,7.0,0.0,12.0,8.0,10.0,132,2.08541797445,0.0335396582699,2.10869240085,0.0366870084117,2.09417339691,0.0378493821992,0.52734057971,0.034895599236,0.0,2.44948974278,4.8,1.46969384567,1.8375,1.18789467126,2.8,1.46969384567,4.0,0.654073772598,0.611218339005,0.600667316122,0.600048342795,0.600001143496
4.0,1.0,0.0,2.0,6.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,2.0,4.0,0.0,0.0,1.0,38.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,8.0,4.0,133,1.98645112872,0.087455275558,1.95209459605,0.0816409536905,2.05678772614,0.0664040544692,0.510909090909,0.0347653289812,0.0,2.44948974278,4.8,1.46969384567,1.8,1.07703296143,2.8,1.46969384567,4.0,0.648074069841,0.609119934892,0.600523776088,0.600039797097,0.600001018082
16.0,6.0,5.0,4.0,53.0,9.0,71.0,91.0,19.0,0.0,7.0,27.0,12.0,0.0,4.0,12.0,6.0,0.0,0.0,2.0,29.0,6.0,40.0,28.0,27.0,22.0,0.0,7.0,6.0,280.0,198.0,264.0,24.0,32.0,0.0,12.0,34.0,26.0,13.0,13.0,33.0,36.0,134,2.01671947309,0.10248595722,2.18423323251,0.000249314388934,2.02465373976,0.107455520385,0.513398148148,0.0328937514653,0.0,2.44948974278,4.8,1.46969384567,1.8625,1.19104733323,2.8,1.46969384567,4.0,0.646867451647,0.608413726578,0.600412071759,0.600026522903,0.600000542407
4.0,1.0,2.0,0.0,21.0,0.0,18.0,11.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,6.0,5.0,11.0,7.0,1.0,0.0,5.0,76.0,36.0,60.0,4.0,10.0,0.0,0.0,4.0,8.0,0.0,15.0,9.0,9.0,135,2.08822133792,0.0586834915466,2.0828738061,0.0589154704465,2.10250088054,0.0555667524579,0.514375,0.0327861918344,0.0,2.44948974278,4.8,1.46969384567,1.86666666667,1.17567947257,2.8,1.46969384567,4.0,0.64463598686,0.607317794375,0.600278661934,0.600013537074,0.60000018272
42.0,12.0,54.0,13.0,4.0,0.0,5.0,8.0,2.0,0.0,3.0,3.0,70.0,0.0,44.0,52.0,32.0,0.0,14.0,20.0,85.0,0.0,116.0,124.0,114.0,1.0,0.0,1.0,1.0,360.0,198.0,648.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,84.0,71.0,64.0,136,1.98334025998,0.0335166729027,1.99138810013,0.0357561256067,2.01475034826,0.0241145249036,0.535884057971,0.0394627089545,0.0,2.44948974278,4.8,1.46969384567,1.5875,0.801463505096,2.8,1.46969384567,4.0,0.661201557772,0.6141838989,0.601060994585,0.600098499538,0.600003426933
7.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,13.0,0.0,13.0,10.0,7.0,0.0,0.0,0.0,0.0,38.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,2.0,137,1.90940392131,0.0842382375974,1.94443976131,0.0784948912099,,,0.533454545455,0.0403166188075,0.0,2.44948974278,4.8,1.46969384567,1.55,0.739932429347,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,126.0,210.0,0.0,0.0,0.0,0.0,138.0,0.0,234.0,174.0,255.0,0.0,0.0,0.0,0.0,360.0,198.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.94148584076,0.0338477547936,,,,,0.567,1.11022302463e-16,0.0,2.44948974278,4.8,1.46969384567,1.4,0.489897948557,2.8,1.46969384567,2.0,0.721110255093,0.654213262038,0.615030331487,0.604895199409,0.601032460193
28.0,7.0,12.0,23.0,27.0,0.0,30.0,43.0,21.0,0.0,6.0,14.0,38.0,0.0,12.0,12.0,22.0,0.0,10.0,2.0,57.0,0.0,64.0,83.0,40.0,10.0,0.0,3.0,11.0,284.0,112.0,364.0,4.0,4.0,0.0,4.0,4.0,32.0,0.0,51.0,57.0,50.0,139,1.97102425837,0.0932373982842,1.94690237766,0.0906465194773,1.99482734683,0.0875593398583,0.528318965517,0.0382993200484,0.0,2.44948974278,4.8,1.46969384567,1.7,0.992471662064,2.8,1.46969384567,4.0,0.646867451647,0.608413726578,0.600412071759,0.600026522903,0.600000542407
0.0,0.0,0.0,0.0,11.0,0.0,10.0,19.0,15.0,0.0,7.0,2.0,46.0,0.0,24.0,20.0,0.0,0.0,0.0,0.0,45.0,0.0,41.0,61.0,18.0,0.0,0.0,0.0,0.0,132.0,38.0,144.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,140,1.98830740999,0.0689975521851,,,2.02353152018,0.0494343638565,0.553446428571,0.0274134479791,0.0,2.44948974278,4.8,1.46969384567,1.55,0.835164654425,2.8,1.46969384567,3.0,0.686476510887,0.63058985656,0.605497529398,0.601165898084,0.600130331078
10.0,1.0,6.0,1.0,29.0,0.0,29.0,34.0,29.0,0.0,3.0,22.0,52.0,0.0,10.0,32.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,80.0,59.0,4.0,0.0,1.0,3.0,198.0,102.0,258.0,6.0,8.0,0.0,4.0,10.0,7.0,0.0,10.0,12.0,10.0,141,2.04440308922,0.0699139456911,2.04903516525,0.0694501227663,2.04624390213,0.0697562373431,0.537738636364,0.0353214119706,0.0,2.44948974278,4.8,1.46969384567,1.7,1.03762549442,2.8,1.46969384567,4.0,0.658280588604,0.613677605501,0.601128198563,0.600117525612,0.600004764313
0.0,0.0,2.0,0.0,30.0,0.0,28.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,9.0,1.0,0.0,1.0,76.0,24.0,72.0,10.0,16.0,4.0,0.0,14.0,7.0,0.0,7.0,6.0,9.0,142,2.16624848563,0.0556512037273,2.13816767968,0.0583822489737,2.16230447166,0.0568749097825,0.5009,0.0194483932498,0.0,2.44948974278,4.8,1.46969384567,2.03333333333,1.3287420952,2.8,1.46969384567,4.0,0.664997911442,0.617974660587,0.602081980167,0.600293488509,0.60001804227
0.0,0.0,0.0,0.0,15.0,0.0,11.0,12.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,38.0,14.0,28.0,8.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,143,2.0190826509,0.108896658985,,,2.0406144076,0.117065410863,0.519954545455,0.032138163766,0.0,2.44948974278,4.8,1.46969384567,1.9,1.26095202129,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
0.0,0.0,0.0,0.0,46.0,0.0,54.0,68.0,9.0,0.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,14.0,10.0,0.0,0.0,0.0,0.0,134.0,46.0,172.0,26.0,64.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,144,2.17958550155,0.0612176870769,,,2.12882362372,0.155983841067,0.508222222222,0.0245120277858,0.0,2.44948974278,4.8,1.46969384567,2.0,1.3416407865,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
9.0,4.0,11.0,2.0,65.0,0.0,95.0,135.0,20.0,1.0,10.0,13.0,10.0,0.0,4.0,6.0,8.0,0.0,4.0,10.0,31.0,0.0,29.0,48.0,18.0,29.0,1.0,13.0,12.0,340.0,128.0,580.0,24.0,60.0,14.0,32.0,42.0,26.0,0.0,45.0,52.0,31.0,145,2.14063030899,0.168727500588,2.0729224669,0.112714246545,2.09234585266,0.150976968995,0.512762295082,0.0320601517844,0.0,2.44948974278,4.8,1.46969384567,1.9375,1.25840921405,2.8,1.46969384567,4.0,0.65263887411,0.611563193755,0.600903000971,0.600089586873,0.60000330006
3.0,0.0,1.0,0.0,116.0,0.0,130.0,208.0,13.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,6.0,16.0,18.0,12.0,0.0,6.0,2.0,336.0,222.0,528.0,92.0,92.0,0.0,52.0,140.0,12.0,0.0,12.0,13.0,15.0,146,2.20775462981,0.0413493513328,2.18253821828,0.0349812612288,2.1941490042,0.0379048300731,0.501869565217,0.0185666937607,0.0,2.44948974278,4.8,1.46969384567,2.125,1.41752425023,2.8,1.46969384567,4.0,0.695521387162,0.637354189387,0.607894749202,0.601950887372,0.600273167644
52.0,18.0,47.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,42.0,50.0,38.0,0.0,14.0,48.0,73.0,0.0,102.0,118.0,93.0,0.0,0.0,0.0,0.0,360.0,198.0,672.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,111.0,77.0,90.0,147,1.98262584257,0.0346210710933,1.97942749921,0.034367291091,,,0.528376811594,0.0409310489317,0.0,2.44948974278,4.8,1.46969384567,1.575,0.770957197255,2.8,1.46969384567,3.0,0.664266512779,0.615124790153,0.601138849467,0.600104722467,0.600003566837
9.0,2.0,3.0,0.0,6.0,0.0,11.0,5.0,5.0,3.0,0.0,1.0,10.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,21.0,0.0,17.0,11.0,16.0,4.0,0.0,0.0,4.0,76.0,36.0,62.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,9.0,9.0,148,2.0493810126,0.057207665125,2.04896035858,0.0572977980692,2.03532350375,0.0589348468514,0.53,0.0391209662457,0.0,2.44948974278,4.8,1.46969384567,1.73333333333,1.03064165558,2.8,1.46969384567,4.0,0.64463598686,0.607317794375,0.600278661934,0.600013537074,0.60000018272
44.0,16.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,16.0,24.0,76.0,0.0,28.0,88.0,49.0,0.0,72.0,75.0,53.0,0.0,0.0,0.0,0.0,360.0,198.0,624.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,144.0,117.0,88.0,149,1.99866235671,0.0351374113137,2.00657775854,0.0344998474287,,,0.514115942029,0.0392398925348,0.0,2.44948974278,4.8,1.46969384567,1.675,0.877140239642,2.8,1.46969384567,3.0,0.671751442127,0.620365722486,0.602454042766,0.600364979371,0.60002454987
0.0,0.0,0.0,0.0,96.0,0.0,124.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,13.0,6.0,336.0,222.0,528.0,64.0,70.0,0.0,36.0,104.0,42.0,0.0,42.0,35.0,50.0,150,,,2.16037491344,0.0328912665807,2.17397618444,0.0390819037918,0.494043478261,0.00598169861632,0.0,2.44948974278,4.8,1.46969384567,2.0875,1.3619264848,2.8,1.46969384567,3.0,0.674768478813,0.622469770525,0.603028283667,0.600496581563,0.600038276226
0.0,0.0,0.0,0.0,9.0,0.0,11.0,11.0,9.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,38.0,14.0,28.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,151,2.02719481859,0.10531226584,,,1.97410153027,0.0958682248434,0.538772727273,0.0339249597282,0.0,2.44948974278,4.8,1.46969384567,1.8,1.16619037897,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218
41.0,33.0,24.0,22.0,8.0,1.0,17.0,23.0,5.0,0.0,5.0,9.0,30.0,6.0,10.0,14.0,46.0,8.0,18.0,22.0,56.0,1.0,66.0,104.0,40.0,7.0,3.0,3.0,5.0,340.0,142.0,606.0,0.0,0.0,0.0,0.0,4.0,58.0,0.0,90.0,123.0,76.0,152,2.01612445838,0.1643042553,1.97690357981,0.121250396899,1.92873900364,0.0944746856709,0.523491803279,0.0401981252931,0.0,2.44948974278,4.8,1.46969384567,1.675,0.918898797474,2.8,1.46969384567,4.0,0.654073772598,0.611218339005,0.600667316122,0.600048342795,0.600001143496
6.0,2.0,2.0,2.0,17.0,0.0,14.0,15.0,3.0,0.0,2.0,4.0,4.0,0.0,2.0,2.0,12.0,0.0,0.0,8.0,11.0,0.0,12.0,12.0,4.0,11.0,0.0,3.0,1.0,98.0,28.0,108.0,0.0,6.0,0.0,4.0,4.0,16.0,0.0,21.0,19.0,12.0,153,2.02339675419,0.108788221001,1.9739287749,0.102647895474,2.01919991068,0.103191062428,0.510522727273,0.0330890593264,0.0,2.44948974278,4.8,1.46969384567,1.8,1.1,2.8,1.46969384567,4.0,0.643234016513,0.606667530423,0.600211228778,0.600008151331,0.600000075703
5.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,44.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,21.0,31.0,1.0,0.0,0.0,0.0,76.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,2.0,154,1.97903424833,0.0573348050414,1.97698057468,0.0577642919483,1.90601620502,0.0,0.555025,0.0285678906292,0.0,2.44948974278,4.8,1.46969384567,1.5,0.718795288428,2.8,1.46969384567,4.0,0.687992248018,0.632562929044,0.606220460375,0.601390354302,0.600167833815
10.0,1.0,5.0,0.0,19.0,0.0,26.0,30.0,21.0,0.0,5.0,23.0,68.0,0.0,10.0,38.0,0.0,0.0,0.0,0.0,59.0,0.0,72.0,72.0,63.0,5.0,0.0,1.0,1.0,198.0,102.0,268.0,4.0,4.0,0.0,2.0,2.0,10.0,0.0,10.0,6.0,10.0,155,2.02118560046,0.0698313288963,2.0292475688,0.0686785523508,2.01892106574,0.0699865582714,0.542784090909,0.0347220943753,0.0,2.44948974278,4.8,1.46969384567,1.63333333333,0.948097510222,2.8,1.46969384567,4.0,0.664997911442,0.617974660587,0.602081980167,0.600293488509,0.60001804227
0.0,0.0,0.0,0.0,56.0,0.0,46.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,14.0,25.0,284.0,112.0,364.0,22.0,8.0,0.0,8.0,36.0,60.0,0.0,96.0,96.0,62.0,156,,,1.98728658208,0.0944033866268,2.07976688523,0.0891048859075,0.491275862069,0.00649613440346,0.0,2.44948974278,4.8,1.46969384567,1.95,1.20312094155,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
31.0,8.0,13.0,10.0,25.0,0.0,38.0,63.0,18.0,0.0,6.0,22.0,20.0,0.0,8.0,10.0,20.0,0.0,6.0,8.0,40.0,0.0,59.0,65.0,53.0,18.0,0.0,6.0,9.0,284.0,112.0,364.0,2.0,10.0,2.0,2.0,8.0,51.0,0.0,45.0,73.0,13.0,157,1.94372797667,0.089009466205,2.02080496593,0.0818305890883,1.95355412449,0.0946048447756,0.516077586207,0.0372723320843,0.0,2.44948974278,4.8,1.46969384567,1.7375,1.0337280832,2.8,1.46969384567,4.0,0.644447437733,0.607218930985,0.600265903867,0.600012312168,0.600000152363
11.0,3.0,5.0,11.0,38.0,15.0,39.0,94.0,21.0,0.0,7.0,21.0,18.0,0.0,6.0,8.0,28.0,0.0,6.0,6.0,34.0,8.0,37.0,33.0,32.0,23.0,0.0,8.0,9.0,280.0,198.0,264.0,12.0,16.0,0.0,8.0,12.0,36.0,5.0,48.0,43.0,22.0,158,2.03751678703,0.115176664114,1.99569808574,0.101821972425,2.10289526209,0.0983963836371,0.515388888889,0.0353948189694,0.0,2.44948974278,4.8,1.46969384567,1.8375,1.14503002144,2.8,1.46969384567,4.0,0.643476883812,0.606773646838,0.600220681263,0.600008774736,0.600000084413
