ID,NAME,Pred-Boosting,Pred-MLR,Pred-PLS,Pred-SVM,SMILES,permability,set
B-575,15j,-4.7649907286,-4.5125323289,-4.5125323248,-4.8182177564,Brc1cccc(F)c1CN1C(=O)N(c2cccc(OC)c2F)C(=O)N(C[C@H](N)c2ccccc2)C1=O,-4.856985099999999,Tr
B-576,15f,-5.1526068769,-4.6510692331,-4.651069233299999,-5.1845896601,Fc1c(N2C(=O)N(Cc3ccccc3C#N)C(=O)N(C[C@H](N)c3ccccc3)C2=O)cccc1OC,-4.5917601999999995,Tr
B-577,65,-5.0869409593,-5.080829354,-5.0808293623,-5.2924368018,s1c(C(=O)C)c(nc1NC(=O)N[C@@H]1CCCC[C@H]1CN1C[C@@H](CCC1)Cc1ccc(F)cc1)C,-5.221849,Tr
B-579,32,-5.1179316649,-5.1163374562,-5.1163374611000005,-5.2088099706,Fc1ccc(cc1)C[C@@H]1CCCN(C1)C[C@@H]1CCCC[C@H]1NC(=O)Nc1cc(ccc1)C(=O)C,-4.9586072,Tr
B-592,Lobucavir,-6.025777509400001,-5.9404186547,-5.9404186040999996,-6.0239445351,Oc1nc(nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,-6.0555172,Tr
B-597,Metoprolol,-4.660428488,-4.7575157868,-4.7575157916,-4.935429603399999,O(CC(O)CNC(C)C)c1ccc(cc1)CCOC,-4.3493013,Tr
B-598,Digoxin,-5.6472878801999995,-5.933593119199999,-5.933593130399999,-5.6368434002,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,-5.8860564,Tr
B-600,Valaciclovir,-5.6945369415,-5.8593384396,-5.859338442,-5.658428449400001,O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,-5.6382723,Tr
B-618,Propranolol,-4.7574652099,-4.8032339872000005,-4.8032339843,-4.7435367213,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,-4.4639468,Tr
B-620,9,-5.2900272082,-5.3167701274,-5.3167701018999995,-5.0554918563,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)CN[C@H](C(=O)NCC(C)C)C)CCC1C[C@@H]1C)C,-4.6197886,Tr
B-622,4b,-5.5649734319,-5.45262291,-5.4526228848,-5.4098304520000005,S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)CN[C@H](C(=O)NCC(C)C)C)C(=O)N[C@H](C)c1ccc(F)cc1)C,-5.0,Tr
B-624,2n,-4.4870341051,-4.5990422978,-4.5990423042,-4.5815880667,Clc1cccc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.5528420999999994,Tr
B-626,2k,-4.7772788399,-4.9569087607,-4.9569087525,-4.4960361417,Clc1cc(c(-c2nn(nn2)C)c(F)c1)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.6382723,Tr
B-627,2i,-4.6465623539,-4.7044439437,-4.7044439429,-4.5773022944,Clc1cc(Cl)cc(c1-c1nc(on1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.6382723,Tr
B-628,2m,-4.492882650199999,-4.6561877318,-4.6561877213,-4.5037426521,Clc1cc(Cl)cc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.5376019,Tr
B-629,2e,-5.0299118767,-5.0969689269,-5.0969688978,-5.0527217603,Clc1cc(c(cc1)-c1nn(nn1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.5528420999999994,Tr
B-632,2h,-4.6746101679,-4.5048377836,-4.504837809700001,-4.524396325,Clc1cc(Cl)cc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.6020598,Tr
B-633,2o,-4.484706373,-4.6769638491,-4.6769638491,-4.5109179913,Clc1cc(Cl)cc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OCC)=O,-4.6020598,Tr
B-634,2l,-4.510327266,-4.696181875400001,-4.696181874800001,-4.5557551768,Clc1cccc(-c2cc(F)c(nc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.6020598,Tr
B-635,2d,-4.839734368899999,-4.7002863563,-4.7002863419,-4.6682027691000005,Clc1cc(c(cc1)-c1nc(on1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,-4.508638400000001,Tr
B-636,1,-4.4929886323,-4.5380585604000006,-4.538058528500001,-4.6057849109,Clc1cccc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,-4.468521099999999,Tr
B-640,49,-4.943042001499999,-5.2017476615,-5.201747585400001,-4.8245414783,FC(F)(F)c1nn2c(C=CC=C2)c1Cc1ccc(cc1)C(=O)N[C@@H]1CCOC[C@@H]1C(=O)NO,-5.7447276,Tr
B-641,48,-5.5385651902,-5.2361341727,-5.2361341794,-5.2645750376,O1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(cc2)Cc2c3n(nc2C(C)(C)C)C=CC=C3)CC1,-5.3665314,Tr
B-646,1,-5.2001294678,-5.3649175789,-5.3649175784,-5.1714480128,o1cc(cc1)CN(C(=O)c1cc(cc(OCC2(CC2)CON=C(N)N)c1)C)CCC,-5.387216099999999,Tr
B-655,17,-6.0860989387,-6.2523311599,-6.2523311611,-5.9368133602999995,Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1ncc(cc1)C)C#N,-6.188375,Tr
B-658,5,-6.098448793999999,-6.1723593222,-6.172359318300001,-6.1791101009,Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1ccccc1)C#N,-5.647924400000001,Tr
B-659,22,-5.9159789413,-6.0199463673,-6.019946372200001,-6.0028052047000005,Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1cc(F)ccc1)C#N,-5.741402099999999,Tr
B-660,36,-5.5044912136,-5.2267242714,-5.2267242883,-5.420129229800001,Fc1c(CC(=O)NCc2ccc(nc2C)N)c(ccc1NCC(F)(F)c1ncccc1)C#N,-5.1474957,Tr
B-661,34,-5.9913467665999995,-6.1024649354,-6.102464964,-5.792454491799999,Fc1c(CC(=O)NCCON(C(N)=N)C)c(ccc1NCC(F)(F)c1ncccc1)C#N,-6.3723636,Tr
B-662,23,-6.023988576,-5.9048763785,-5.9048764045,-5.39838486,Fc1c(CC(=O)NCCONC(N)=N)c(ccc1NCC(F)(F)c1cc(F)c(F)cc1)C#N,-5.9430285000000005,Tr
B-663,S-6j,-4.3681269933,-4.3844750476,-4.384475063,-4.2930017271,s1cccc1[C@]12[C@H](C1)CNC2,-4.7544875,Tr
C-1010,659-Harmane,-3.9660574696,-4.5041639167000005,-4.5041639281,-4.2214864125,[nH]1c2c(c3c1cccc3)ccnc2C,-5.223299,Tr
C-1032,694-Flutamide (FLT),-4.3529914688,-4.5199921201999995,-4.5199921197,-4.3671868985,FC(F)(F)c1cc(NC(=O)C(C)C)ccc1N(O)O,-4.3233065999999996,Tr
C-1056,743-Ketorolac,-5.0630576918,-4.9907755664,-4.990775558,-4.6780595972,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,-5.3665314,Tr
C-1058,746-Flurbiprofen,-4.4375599138999995,-4.7392225893,-4.7392225923,-4.494483553999999,Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C,-4.696804,Tr
C-1059,749-Diflunisal,-4.7685144305,-4.9152944294,-4.9152944574,-4.7851929414,Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1,-4.7351823,Tr
C-1080,792-Papaverine (PAP),-4.6733927057999995,-4.3491257351,-4.3491257344,-4.5852103343,O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2,-4.4529643,Tr
C-1083,795-Coptisine chloride (COP),-4.626240603399999,-4.938738981499999,-4.9387389772,-4.5964094618999995,[Cl-].O1c2c3c(cc-4[n+](CCc5c-4cc4OCOc4c5)c3)ccc2OC1,-4.9574245999999995,Tr
C-1126,"877-(2S,4S,5R)-2-[(4'-Chlorophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5h)",-4.6914901064,-4.6529363061,-4.6529362929,-4.5879776207,Clc1ccc(cc1)[C@@H]1O[C@@H](C)[C@H](N)CO1,-4.9279342,Tr
C-1127,"878-(2S,4S,5R)-2-[(4'-Nitrophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5i)",-5.6564941834,-5.1009080330000005,-5.1009079826,-5.2968209965,O1[C@H](OC[C@@H](N)[C@@H]1C)c1ccc(N(O)O)cc1,-4.888569400000001,Tr
C-1128,"879-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]amine (6a)",-4.727997301,-4.4196116956000004,-4.419611715199999,-4.702985041,O1CC(N)COC1C(=C)c1ccccc1,-4.9913998,Tr
C-1129,"880-(2S,4S,5R)-[2-(E-Phenylvinyl)-4-methyl-1,3-dioxan-5-yl]amine (6b)",-4.6868538694,-4.596779135899999,-4.5967791314,-4.771755070299999,O1[C@@H](C)[C@H](N)CO[C@@H]1C(=C)c1ccccc1,-4.9880071,Tr
C-1130,881-13h,-4.8158164381,-4.8292237517,-4.8292237518,-4.981339466600001,Clc1ccc(cc1)[C@@H]1O[C@@H](C)[C@H](NC(=O)Cc2ccccc2)CO1,-4.9920392,Tr
C-1131,"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)",-4.3975424721,-4.6029043623,-4.6029043703,-4.5746778307,O1CC(NC(=O)Cc2ccccc2)COC1C(=C)c1ccccc1,-5.0498785999999996,Tr
C-1132,884-14b,-4.7579028308,-4.5939835576,-4.5939835589,-4.5658879853,O1[C@@H](C)[C@H](NC(=O)Cc2ccccc2)CO[C@@H]1C(=C)c1ccccc1,-5.050365900000001,Tr
C-1165,953-Etoricoxib,-4.306432431,-4.3675632949,-4.3675632943,-4.2343949749,Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1,-4.2814984,Tr
C-1169,961-Albendazole (ABZ),-5.0629075313,-5.2448633151,-5.244863308,-4.9648724808999996,S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O,-5.1870866,Tr
C-1197,1029-Dihydrotetrabenazine isomer,-4.5135612361,-4.6918089211,-4.6918089196,-4.4739979064,O(C)c1cc2C3N(CC(CC(C)C)C(O)C3)CCc2cc1OC,-4.598685700000001,Tr
C-1201,027-L-Phenylalanine,-5.085697455,-4.9987512743,-4.998751270400001,-5.1250568204,OC(=O)[C@@H](N)Cc1ccccc1,-4.6789713,Tr
C-1215,156-XIV,-5.0076389534,-4.7777012913,-4.7777012945,-4.8074450524,[Cl-].O(CCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.7695513,Tr
C-1216,173-Guanoxan,-4.8609004512,-4.9080766158,-4.908076686,-4.8653657189,O1c2c(OCC1C\N=C(\N)/N)cccc2,-4.8195872,Tr
C-1222,228-Raffinose,-6.9676048066,-7.6342890346,-7.6342890438,-6.7344657001999995,O1[C@H](COC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1O[C@@]1(O[C@H](CO)[C@@H](O)[C@@H]1O)CO,-7.309804,Tr
C-1223,234-Cortisone,-4.3141586266,-4.7588463444,-4.7588463446,-4.5259254687,O=C1CC[C@]2([C@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(CC3=O)C)CCC2=C1)C,-4.508638400000001,Tr
C-1238,301-Sotalol HCl,-5.625266259299999,-5.299102046000001,-5.2991020501,-5.3619696696,S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,-5.3767509,Tr
C-1240,324-Domperidone,-5.2859501060000005,-5.1648853012,-5.1648853448,-5.2749129955,Clc1cc2NC(=O)N(c2cc1)C1CCN(CC1)CCCN1c2c(NC1=O)cccc2,-5.4202166,Tr
C-1281,677-Prednisolone,-4.9836490166,-4.8638768201,-4.8638768142,-4.8036022633,O=C1C=C2CC[C@@H]3[C@@H]([C@@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,-5.4436975,Tr
C-1282,679-Captopril (Cap),-4.8010801083,-4.8946750648,-4.894675071,-4.7903642523,SC[C@H](C(=O)N1CCC[C@@H]1C(O)=O)C,-4.8153086,Tr
C-1288,732-Amitriptyline,-4.3959546705,-4.5655676516,-4.5655676538,-4.3057967639,N(CC\C=C/1\c2c(CCc3c\1cccc3)cccc2)(C)C,-3.9006648,Tr
C-1290,745-Fenoprofen,-4.5119465485,-4.902403505400001,-4.9024035044,-4.5729050406,O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1,-4.9469213,Tr
C-1291,748-Mefenamic Acid,-4.841841731000001,-4.9373019678,-4.9373019864,-4.7031146885,OC(=O)c1ccccc1Nc1cccc(C)c1C,-4.747147099999999,Tr
C-1301,801-Yohimbine (YOH),-4.8145613037,-5.25435193,-5.2543518937,-4.905622925299999,O[C@@H]1CC[C@H]2[C@@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@@H]1C(OC)=O,-4.8124795,Tr
C-1303,808-Asn-Ala-NH2,-6.294456969700001,-6.2058595797,-6.2058595828,-6.4128387361,O=C(NC(C(=O)N)C)C(N)CC(=O)N,-6.5885487000000005,Tr
C-1337,1033-Dextromethorphan (DEM),-4.6152503858,-4.4983711491000005,-4.4983711487999996,-4.7588176277,O(C)c1cc2[C@@]34[C@@H]([C@H](N(CC3)C)Cc2cc1)CCCC4,-4.628932,Tr
C-670,014-Ampicillin,-6.200606693099999,-5.9388009153,-5.9388009423,-6.063402490900001,S1[C@]2(N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1)C,-6.1023731,Tr
C-672,016-Ceftibuten,-6.5421693739,-6.3990154947,-6.3990155089,-6.3611336385,s1cc(nc1N)/C(=C\CC(O)=O)/C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,-6.0604806,Tr
C-682,032-Phenytoin,-4.519683347,-4.5877931786,-4.587793173000001,-4.5040696136000005,O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,-4.529393700000001,Tr
C-686,039-Chlorpromazine,-4.724751507,-4.5265630375,-4.5265630368,-4.7625458642,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,-5.062983999999999,Tr
C-688,041-Nicotine,-4.5146697595,-4.2043216398,-4.2043216384,-4.3434635579,n1cc(ccc1)C1N(CCC1)C,-4.6084765999999995,Tr
C-705,069-Sulfapyridine,-5.0356014483,-4.7795609193,-4.7795609652,-5.046894795,S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,-4.6675615,Tr
C-731,102-diazepam,-4.2648483816,-4.4374944055,-4.4374944391,-4.3443627922,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,-4.1738386,Tr
C-735,107-zidovudine,-5.7073282435,-5.7404289711,-5.740428972899999,-5.5307128418,O1[C@H](CO)[C@@H]([N-][NH+]=N)C[C@@H]1N1C=C(C)C(=O)NC1=O,-5.1850867,Tr
C-751,133-practolol,-5.6215967789,-5.0954044439,-5.0954044431,-5.0638979471,O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1,-5.6009035,Tr
C-763,148-Ciprofloxacin (CIP),-5.3142712495,-5.0442637438,-5.0442637285,-5.2382559489,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1,-5.315940400000001,Tr
C-765,150-Artesunate,-5.409938209600001,-5.377961135800001,-5.3779610642,-5.3555331725999995,O1[C@H]2O[C@H](OC(=O)CCC(O)=O)[C@@H]([C@H]3[C@@]24OOC1(CC[C@H]4[C@@H](CC3)C)C)C,-5.4001169,Tr
C-768,153-V,-4.644238275,-4.7724773216,-4.7724773812,-4.5958550035000005,[Cl-].O(CC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5528420999999994,Tr
C-769,154-VIII,-4.6754520486,-4.7969224215,-4.7969223943,-4.6512197216,[Cl-].O(CCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5686364,Tr
C-770,155-XI,-4.822196315899999,-4.818611105,-4.818611103299999,-4.7465921514,[Cl-].O(CCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-4.5850267,Tr
C-771,157-XVII,-5.1789591741,-4.715240479599999,-4.715240437,-4.7884490031,[Cl-].O(CCCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,-5.4814858,Tr
C-777,167-cephradine,-5.8225255728,-5.850787823099999,-5.8507878376999995,-5.6658692508,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@@H](N)C=1CC=CCC=1,-5.6925039,Tr
C-780,170-Grepafloxacin hydrochloride (GRX),-5.185336695899999,-4.9525748088,-4.9525748451,-4.9394126253,Fc1c(c2c(N(CC(C(O)=O)C2=O)C2CC2)cc1N1CC(NCC1)C)C,-4.9825492,Tr
C-783,174-Guanabenz,-4.3837094763,-4.7320468659,-4.7320468444,-4.2404901169,Clc1cccc(Cl)c1\C=N\N=C(\N)/N,-4.363411900000001,Tr
C-784,175-Lidocaine,-4.6739311173,-4.5486621313999995,-4.5486621329000005,-4.6834212851,O=C(Nc1c(cccc1C)C)CN(CC)CC,-4.2099967000000005,Tr
C-801,205-Fluoxetine,-4.8655841006000005,-4.7590737564,-4.7590737592000005,-4.8769393847,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,-4.9299622,Tr
C-825,243-Famotidine,-5.8748993112,-5.3332196162,-5.3332196365,-5.4966295873,s1cc(nc1\N=C(\N)/N)CSCC/C(=N\S(=O)(=O)N)/N,-5.9488473,Tr
C-827,247-Lobucavir,-6.0231625005,-6.282745951900001,-6.2827459227,-6.144711751,O=C1N=C(Nc2n(cnc12)[C@@H]1C[C@H](CO)[C@H]1CO)N,-6.0555172,Tr
C-838,263-Amrinone,-5.0094580499,-4.6517786703,-4.6517786398,-4.9094626617,O=C1NC=C(C=C1N)c1ccncc1,-4.7544875,Tr
C-842,271-Isradipine,-4.1719432772000005,-4.0744408064,-4.0744408430000005,-4.2174123173,o1nc2c(n1)cccc2C1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,-4.0545316,Tr
C-845,275-Minoxidil,-5.0744171541,-5.2169825875,-5.2169826032,-5.045974242,ON1C(N)=CC(=NC1=N)N1CCCCC1,-4.995678400000001,Tr
C-847,277-Omeprazole,-4.296818049700001,-4.4706465566,-4.47064656,-4.3170199346,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,-4.1706962999999995,Tr
C-848,278-Pefloxacin,-4.6990183993,-4.6397988637,-4.6397988576,-4.6224201744,Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCN(CC1)C,-4.6020598,Tr
C-852,285-Ephedrine,-4.9113093756,-4.692544508,-4.6925444864,-4.638619065,O[C@H]([C@@H](NC)C)c1ccccc1,-4.9913998,Tr
C-904,388-Pyridoxine (Vitamin B6),-5.1388242944,-5.1467976875,-5.1467977035,-5.4257132158,Oc1c(CO)c(cnc1C)CO,-5.152427200000001,Tr
C-907,403-Atorvastatin,-5.3129456196,-5.7447455911,-5.7447455961000005,-5.555348217100001,Fc1ccc(cc1)-c1n(CC[C@H](O)C[C@H](O)CC(O)=O)c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,-5.309804,Tr
C-946,"453-(2E,4E,8Z,10Z)-N-Isobutyldodeca-2,4,8,10-tetraenamide (5) mw=247",-4.3763366081,-4.2298291745,-4.2298291688,-4.2928219447,O=C(NCC(C)C)\C=C\C=C\CC\C=C/C=C\C,-4.2441254,Tr
C-999,"643-(2E,4E,8Z)-N-isobutyldodeca-2,4,8-trienamide (6) mw = 249",-4.184177497099999,-4.3545962252,-4.3545962243,-4.3845092742,O=C(NCC(C)C)\C=C\C=C\CC\C=C/CCC,-4.6989697999999995,Tr
D-1340,Acrivastine,-4.8084938306,-5.1715736875,-5.1715737382,-4.9281924383,OC(=O)\C=C\c1nc(ccc1)/C(=C\CN1CCCC1)/c1ccc(cc1)C,-5.720623000000001,Tr
D-1343,Alprazolam,-5.1306328322,-5.0762261366,-5.0762261359,-5.003179603,Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,-4.2572265,Tr
D-1344,Alprenolol,-4.0443748765,-4.5950202413,-4.5950202365,-4.6574680083999995,O(CC(O)CNC(C)C)c1ccccc1CC=C,-4.3702068,Tr
D-1347,Amiloride,-5.931018615599999,-5.3718094693,-5.371809474400001,-5.8792438446,Clc1nc(C(=O)N=C(N)N)c(nc1N)N,-5.630000099999999,Tr
D-1349,Aminopyrine,-4.3897524286000005,-4.5239981494,-4.5239981574,-4.486000911700001,O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,-4.389419599999999,Tr
D-1351,Amitriptyline,-4.0768191388,-4.5229845779,-4.5229845620999996,-4.274488825,N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C,-4.2600002,Tr
D-1352,Amphetamine sulfate,-4.4634127326,-4.4951153341,-4.4951153025999995,-4.3457868846,N[C@H](Cc1ccccc1)C,-4.3899999,Tr
D-1353,Ampicillin,-5.8636598979,-6.0213010075,-6.0213009871,-6.065647815299999,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1ccccc1,-6.0700002,Tr
D-1355,Artesunate,-5.246234231,-5.3261676062,-5.3261676099,-5.3535470121,O1C2OC3(OOC24C(CCC(C4CC3)C)C(C)C1OC(=O)CCC(O)=O)C,-5.4000001,Tr
D-1356,Astemizole,-5.4818062456,-5.1800656106,-5.1800656189,-5.3339519337,Fc1ccc(cc1)Cn1c2c(nc1NC1CCN(CC1)CCc1ccc(OC)cc1)cccc2,-5.1500001,Tr
D-1357,Atorvastatin,-5.3467789549,-5.6807825426,-5.680782547000001,-5.4066082841,Fc1ccc(cc1)-c1n(CC[C@@H](O)C[C@@H](O)CC(O)=O)c(C(C)C)c(C(=O)Nc2ccccc2)c1-c1ccccc1,-5.3099999,Tr
D-1363,Betaxolol,-4.385054204599999,-4.3373124056,-4.337312439100001,-4.4259051755000005,O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,-4.3156309,Tr
D-1364,Bicalutamide,-4.6067071792,-4.3410917931999995,-4.3410917654,-4.5383777499,S(=O)(=O)(CC(O)(C(=O)Nc1cc(C(F)(F)F)c(cc1)C#N)C)c1ccc(F)cc1,-4.6599998,Tr
D-1365,Bisoprolol,-4.710045501600001,-4.7752652024,-4.7752652027,-4.8195469149,O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,-4.7600002,Tr
D-1367,Bromazepam,-4.2486206354,-4.3230595,-4.3230595018999995,-4.1406801847,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1,-4.4000001,Tr
D-1368,Bromocriptine,-5.462856619,-5.2931114591,-5.293111482,-5.489590239400001,Brc1[nH]c2c3c1C[C@H]1N(C[C@@H](C=C1c3ccc2)C(=O)N[C@@]1(O[C@]2(O)N([C@@H](CC(C)C)C(=O)N3[C@H]2CCC3)C1=O)C(C)C)C,-5.7800002,Tr
D-1369,Brompheniramine,-4.3222710287,-4.4645835689,-4.4645835745,-4.56372027,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,-4.6599998,Tr
D-1370,Budesonide,-4.9895984033,-4.8527933992,-4.852793359,-5.1417928579000005,O1[C@@]2([C@H](OC1CCC)C[C@H]1[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@@]12C)C(=O)CO,-4.79,Tr
D-1371,Bupropion,-4.6797507047,-4.7038520471,-4.7038520322,-4.7694959749,Clc1cc(ccc1)C(=O)C(NC(C)(C)C)C,-3.9519544,Tr
D-1373,Camazepam,-4.33331465,-4.5256520708,-4.5256520654,-4.4187942831,Clc1cc2c(N(C)C(=O)C(OC(=O)N(C)C)N=C2c2ccccc2)cc1,-4.46,Tr
D-1374,Captopril (Cap),-4.7940604337,-4.9237804138,-4.923780413899999,-4.7583373861,SC[C@H](C(=O)N1CCC[C@H]1C(O)=O)C,-4.8200002,Tr
D-1378,Cefuroxime,-6.0437209798,-6.0806814152,-6.0806814185,-6.1325251893,S1C2N(C(=O)C2NC(=O)C(=NOC)c2occc2)C(C(O)=O)=C(C1)COC(=O)N,-6.29,Tr
D-1379,Celecoxib,-5.394709662,-5.2533768307,-5.2533768309,-5.3314573478,S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,-4.8050604,Tr
D-1381,Cephradine,-5.7293462359000005,-5.876926480599999,-5.8769264988,-5.6807257787,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1,-5.54,Tr
D-1382,Cetirizine,-5.1506958966,-5.2475043252999996,-5.2475043628,-5.4029908803,Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,-5.5,Tr
D-1384,Chloroquine,-4.8411640167000005,-4.8703005238,-4.870300525299999,-5.0219516632,Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1,-4.5500002,Tr
D-1386,Chlorpheniramine,-4.5809631675,-4.5904802763,-4.5904802761,-4.6264932504,Clc1ccc(cc1)C(CCN(C)C)c1ncccc1,-4.2800002,Tr
D-1387,Chlorpromazine,-4.8699176805,-4.5410617102,-4.5410617122,-4.7785084321,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN(C)C,-4.75,Tr
D-1388,Chlorprothixene,-4.5428825943,-4.5677934769999995,-4.5677934712,-4.7251945127,Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN(C)C)cc1,-4.7399998,Tr
D-1389,Chlortetracycline,-6.6657895227,-6.4059453165999996,-6.405945351900001,-5.9062919912,Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(O)=C(C(=O)N)C(=O)[C@H]4N(C)C)C3=O)[C@@]2(O)C)c(O)cc1,-6.3200002,Tr
D-1390,Chlorzoxazone,-4.1889600232,-3.8462746807999997,-3.8462746699,-4.0722095589,Clc1cc2NC(Oc2cc1)=O,-4.190000100000001,Tr
D-1391,Ciprofloxacin (CIP),-5.2658870075,-5.0102899587000005,-5.0102899591000005,-5.2399596851,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1,-5.4099998,Tr
D-1393,Clarithromycin,-5.5191174112,-5.4640380171,-5.4640380177,-5.721007590599999,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](OC)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,-5.4699998,Tr
